#
#"Theta / deg"	"Farfield (PAA_FA_FREQ) [Array Scanning1] [dBi]"
#--------------------------------------------------------------
-8.0000000000000	16.056077071564
-7.0000000000000	12.056941823866
-6.0000000000000	-0.069621692009057
-5.0000000000000	15.248125794768
-4.0000000000000	21.559213191590
-3.0000000000000	25.147642635383
-2.0000000000000	27.329668209778
-1.0000000000000	28.526750924899
0.0000000000000	28.903491698984
1.0000000000000	28.505545381384
2.0000000000000	27.288402199190
3.0000000000000	25.089399735428
4.0000000000000	21.492177325528
5.0000000000000	15.203093073591
6.0000000000000	-0.074505295971002
7.0000000000000	11.759830838864
8.0000000000000	15.786736508305
9.0000000000000	16.612073411243
10.000000000000	15.522638910515
11.000000000000	12.569660946615
12.000000000000	6.8589902149097
13.000000000000	-5.0675968243566
14.000000000000	0.39550462132729
15.000000000000	2.6658652900387
16.000000000000	-1.6519215779341
17.000000000000	-7.5335911685503
18.000000000000	6.1385717317048
19.000000000000	11.281527598967
20.000000000000	13.961002348065
21.000000000000	15.202696419113
22.000000000000	15.350080580095
23.000000000000	14.511539154663
24.000000000000	12.653976981507
25.000000000000	9.5896859610665
26.000000000000	4.8526022269165
27.000000000000	-2.7681933864935
28.000000000000	-15.714176756900
29.000000000000	-20.520728620526
30.000000000000	-11.754050017923
31.000000000000	-0.27891250707009
32.000000000000	5.5343399027113
33.000000000000	9.0964240653455
34.000000000000	11.306157826633
35.000000000000	12.536238110490
36.000000000000	12.962409005062
37.000000000000	12.658810587463
38.000000000000	11.625439709416
39.000000000000	9.7799586250369
40.000000000000	6.9001525741642
41.000000000000	2.4079041358618
42.000000000000	-5.7455731434530
43.000000000000	-13.326454848843
44.000000000000	-4.2742880674437
45.000000000000	-1.8659815316443
46.000000000000	-2.1183545042651
47.000000000000	-4.6626268277407
48.000000000000	-9.8784704574888
49.000000000000	-7.8950460310992
50.000000000000	-1.9378009459122
51.000000000000	1.6700261286602
52.000000000000	3.8803251069468
53.000000000000	5.2068629476732
54.000000000000	5.8985598319169
55.000000000000	6.0922142500460
56.000000000000	5.8711273082487
57.000000000000	5.2927082549604
58.000000000000	4.4019445643386
59.000000000000	3.2454409853121
60.000000000000	1.8853213760292
61.000000000000	0.41560403828359
62.000000000000	-1.0230474594147
63.000000000000	-2.2677465555550
64.000000000000	-3.1984586539261
65.000000000000	-3.8067164037631
66.000000000000	-4.1737032357219
67.000000000000	-4.3835686363506
68.000000000000	-4.4673138961301
69.000000000000	-4.4091201146018
70.000000000000	-4.1821522969818
71.000000000000	-3.7883869723453
72.000000000000	-3.2689967065239
73.000000000000	-2.6868025638381
74.000000000000	-2.1020262018489
75.000000000000	-1.5587496548590
76.000000000000	-1.0831165578705
77.000000000000	-0.68713626870461
78.000000000000	-0.37296192717107
79.000000000000	-0.13829203040502
80.000000000000	0.023783248269717
81.000000000000	0.12136788004484
82.000000000000	0.16336336760409
83.000000000000	0.15893908086727
84.000000000000	0.11721550938562
85.000000000000	0.047052443245178
86.000000000000	-0.043125896906703
87.000000000000	-0.14551025496451
88.000000000000	-0.25311231341575
89.000000000000	-0.36000282700106
90.000000000000	-0.46156487067213
91.000000000000	-0.55478806821969
92.000000000000	-0.63844366790748
93.000000000000	-0.71329399480169
94.000000000000	-0.78216565333122
95.000000000000	-0.84994322098131
96.000000000000	-0.92348475464815
97.000000000000	-1.0114878143564
98.000000000000	-1.1243431659594
99.000000000000	-1.2740118453913
100.00000000000	-1.4739495340916
101.00000000000	-1.7390788878358
102.00000000000	-2.0857677150855
103.00000000000	-2.5322333390428
104.00000000000	-3.0959203837128
105.00000000000	-3.7945528283954
106.00000000000	-4.6393030703742
107.00000000000	-5.6227755587258
108.00000000000	-6.6908477846474
109.00000000000	-7.6928579791651
110.00000000000	-8.3487561477494
111.00000000000	-8.3741765133854
112.00000000000	-7.7646785589442
113.00000000000	-6.8125863502563
114.00000000000	-5.8252371786809
115.00000000000	-4.9810753549880
116.00000000000	-4.3541939274566
117.00000000000	-3.9621534433350
118.00000000000	-3.7898610896826
119.00000000000	-3.7940310785036
120.00000000000	-3.9001435279301
121.00000000000	-4.0013802685331
122.00000000000	-3.9935551693584
123.00000000000	-3.8317033709885
124.00000000000	-3.5725092037207
125.00000000000	-3.3513581559514
126.00000000000	-3.3263354507157
127.00000000000	-3.6484734333131
128.00000000000	-4.4729355299651
129.00000000000	-6.0060162963626
130.00000000000	-8.6228644336979
131.00000000000	-13.296681599828
132.00000000000	-25.224207966337
133.00000000000	-19.520303169403
134.00000000000	-12.652613964019
135.00000000000	-9.9762863827640
136.00000000000	-9.2168837968560
137.00000000000	-9.9814225788807
138.00000000000	-12.432047839946
139.00000000000	-16.539287459867
140.00000000000	-15.972744662892
141.00000000000	-11.374647122751
142.00000000000	-8.4805773596074
143.00000000000	-7.1340956870011
144.00000000000	-7.0118999924863
145.00000000000	-7.9460671976616
146.00000000000	-9.6078280054697
147.00000000000	-10.781091719501
148.00000000000	-10.108890626320
149.00000000000	-8.7980920872097
150.00000000000	-8.2658206503312
151.00000000000	-9.0169733554479
152.00000000000	-11.453528955209
153.00000000000	-16.294729434690
154.00000000000	-19.848504730589
155.00000000000	-15.426950736369
156.00000000000	-13.275470679772
157.00000000000	-14.101426950848
158.00000000000	-19.394312186410
159.00000000000	-28.903173638815
160.00000000000	-14.347708304522
161.00000000000	-9.8161226514570
162.00000000000	-8.1293817590897
163.00000000000	-8.4520800120200
164.00000000000	-11.043289995726
165.00000000000	-18.207370354481
166.00000000000	-24.693534725778
167.00000000000	-13.572352310445
168.00000000000	-10.569355483834
169.00000000000	-10.613151993435
170.00000000000	-13.643850702836
171.00000000000	-22.805997643954
172.00000000000	-17.973104171068
173.00000000000	-11.706244971879
174.00000000000	-9.5766954297367
175.00000000000	-9.7582391519932
176.00000000000	-11.779186584299
177.00000000000	-14.086802420734
178.00000000000	-12.847173278953
179.00000000000	-10.714327313474
180.00000000000	-10.232839351388
