#
#"Theta / deg"	"Farfield (PAA_FA_FREQ) [Array Scanning1] [dBi]"
#--------------------------------------------------------------
-180.00000000000	-19.708312811182
-179.00000000000	-12.169780249196
-178.00000000000	-9.3602435424770
-177.00000000000	-9.4536431840474
-176.00000000000	-12.566841574994
-175.00000000000	-22.068300748200
-174.00000000000	-16.675579361528
-173.00000000000	-10.619957214588
-172.00000000000	-8.7732407328525
-171.00000000000	-9.5744183545518
-170.00000000000	-13.632365466413
-169.00000000000	-26.151473222510
-168.00000000000	-15.211291798164
-167.00000000000	-10.145899681744
-166.00000000000	-8.7735566688316
-165.00000000000	-9.9363065934892
-164.00000000000	-14.367858114506
-163.00000000000	-22.647817115508
-162.00000000000	-13.907409104052
-161.00000000000	-9.6538808834094
-160.00000000000	-8.4474940334279
-159.00000000000	-9.5051447785995
-158.00000000000	-13.470251861834
-157.00000000000	-26.948233179891
-156.00000000000	-17.779447023596
-155.00000000000	-11.728472227207
-154.00000000000	-9.9472025977792
-153.00000000000	-10.625564972332
-152.00000000000	-14.097782805250
-151.00000000000	-24.001607433044
-150.00000000000	-18.582364973355
-149.00000000000	-12.316169045481
-148.00000000000	-10.120088233750
-147.00000000000	-10.221951239121
-146.00000000000	-12.664510378698
-145.00000000000	-19.336592253721
-144.00000000000	-20.826485855585
-143.00000000000	-12.595028308112
-142.00000000000	-9.0710354331990
-141.00000000000	-7.7367891265491
-140.00000000000	-8.0205920149991
-139.00000000000	-10.063155281549
-138.00000000000	-15.132557552427
-137.00000000000	-29.207647514999
-136.00000000000	-14.556509014279
-135.00000000000	-9.1909274177338
-134.00000000000	-6.6310826056610
-133.00000000000	-5.5348226429933
-132.00000000000	-5.5164344094376
-131.00000000000	-6.4811390789343
-130.00000000000	-8.4825176076681
-129.00000000000	-11.475384978756
-128.00000000000	-13.665099343392
-127.00000000000	-11.799274404555
-126.00000000000	-8.9468225155334
-125.00000000000	-6.9609271036230
-124.00000000000	-5.8154098352376
-123.00000000000	-5.2997050090938
-122.00000000000	-5.2041668163594
-121.00000000000	-5.2735339004048
-120.00000000000	-5.1887627266623
-119.00000000000	-4.6889994811327
-118.00000000000	-3.7707080840412
-117.00000000000	-2.6529034546188
-116.00000000000	-1.5607364617728
-115.00000000000	-0.62374234698082
-114.00000000000	0.10805851693511
-113.00000000000	0.62543122670660
-112.00000000000	0.93660140619576
-111.00000000000	1.0560028935514
-110.00000000000	0.99969955023358
-109.00000000000	0.78398685765901
-108.00000000000	0.42562768878180
-107.00000000000	-0.057002171423717
-106.00000000000	-0.64159058821342
-105.00000000000	-1.2987435447419
-104.00000000000	-1.9879977352262
-103.00000000000	-2.6544415054263
-102.00000000000	-3.2294330170232
-101.00000000000	-3.6405708826449
-100.00000000000	-3.8324524004176
-99.000000000000	-3.7882850878274
-98.000000000000	-3.5350777386177
-97.000000000000	-3.1275720756784
-96.000000000000	-2.6250468721218
-95.000000000000	-2.0759709963102
-94.000000000000	-1.5138912032958
-93.000000000000	-0.95901499171925
-92.000000000000	-0.42233068949336
-91.000000000000	0.090992681697488
-90.000000000000	0.57909439608700
-89.000000000000	1.0417802717390
-88.000000000000	1.4795528478340
-87.000000000000	1.8929893942935
-86.000000000000	2.2824469723035
-85.000000000000	2.6478917645532
-84.000000000000	2.9888915604331
-83.000000000000	3.3043480642026
-82.000000000000	3.5928218116863
-81.000000000000	3.8523309984517
-80.000000000000	4.0803873629026
-79.000000000000	4.2739690272914
-78.000000000000	4.4294682764884
-77.000000000000	4.5426072371280
-76.000000000000	4.6083139547066
-75.000000000000	4.6205498665900
-74.000000000000	4.5720766727943
-73.000000000000	4.4541451154830
-72.000000000000	4.2560783031650
-71.000000000000	3.9648579119558
-70.000000000000	3.5638559735368
-69.000000000000	3.0322823477199
-68.000000000000	2.3431014493985
-67.000000000000	1.4602791695956
-66.000000000000	0.33393859207407
-65.000000000000	-1.1085866099230
-64.000000000000	-2.9807929246852
-63.000000000000	-5.4780136073257
-62.000000000000	-8.9815359669724
-61.000000000000	-14.319571432078
-60.000000000000	-20.317563506584
-59.000000000000	-15.494181045131
-58.000000000000	-11.422226334076
-57.000000000000	-9.2728479483229
-56.000000000000	-8.2324219335128
-55.000000000000	-7.8286055222123
-54.000000000000	-7.5451096049236
-53.000000000000	-6.7189409993508
-52.000000000000	-5.0627859922650
-51.000000000000	-2.9982226042469
