#
#"Theta / deg"	"Farfield (PAA_FA_FREQ) [Array Scanning1] [dBi]"
#--------------------------------------------------------------
143.00000000000	-6.9273318977101
144.00000000000	-14.862382767077
145.00000000000	-12.215592020826
146.00000000000	-8.3329398697999
147.00000000000	-7.1296139295276
148.00000000000	-7.7692811450436
149.00000000000	-10.300998498807
150.00000000000	-16.074258101223
151.00000000000	-32.159193227151
152.00000000000	-16.248158206857
153.00000000000	-11.876382910542
154.00000000000	-10.520664956434
155.00000000000	-11.016092483845
156.00000000000	-13.231366606986
157.00000000000	-17.248660191126
158.00000000000	-20.017525870261
159.00000000000	-17.403696689082
160.00000000000	-15.549879557217
161.00000000000	-15.653226680621
162.00000000000	-17.152884338712
163.00000000000	-17.557632570008
164.00000000000	-15.008232453031
165.00000000000	-12.495610633237
166.00000000000	-11.223648676908
167.00000000000	-11.246587251459
168.00000000000	-12.616776803111
169.00000000000	-15.654387551667
170.00000000000	-21.245309179173
171.00000000000	-25.753292300119
172.00000000000	-20.205325112587
173.00000000000	-16.864038699839
174.00000000000	-15.220068165773
175.00000000000	-14.484457910349
176.00000000000	-14.392875250166
177.00000000000	-14.945025771005
178.00000000000	-16.148190204857
179.00000000000	-17.556598433728
180.00000000000	-17.918177196012
